Keyword Version: 8.5,Revision: 2018-02-09 13:07:18,Timestamp: 2018-02-15 08:42:56,Terms Of Use: http://gcmd.nasa.gov/r/l/TermsOfUse,"The most up to date XML representations can be found here: https://gcmdservices.gsfc.nasa.gov/kms/concepts/concept_scheme/sciencekeywords/?format=xml""Case native",,,
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,METEORITES,METEORITE PHYSICAL/OPTICAL PROPERTIES,LUSTER,,651a6368-251e-45f6-8496-1f798de85db5
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,METEORITES,METEORITE PHYSICAL/OPTICAL PROPERTIES,REFLECTION,,547c2bee-40ce-4b23-8338-5fa7c6ad8a8d
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,METEORITES,METEORITE PHYSICAL/OPTICAL PROPERTIES,SPECIFIC GRAVITY,,7b6d19eb-616b-45cf-a1e6-cc8b549128f1
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,METEORITES,METEORITE PHYSICAL/OPTICAL PROPERTIES,STABILITY,,a1d083b5-3233-4053-a479-4eb7d347c34b
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,METEORITES,METEORITE PHYSICAL/OPTICAL PROPERTIES,,,3ff47a50-2f58-489b-96a7-74e1d40cf0f2
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,METEORITES,METEORITE VERTICAL/GEOGRPAHIC DISTRIBUTION,LUSTER,,5a8bc1e7-a74d-4acc-9ac2-8fea047068a8
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,METEORITES,METEORITE VERTICAL/GEOGRPAHIC DISTRIBUTION,,,e468e55a-5bee-413e-8cbd-c9706e28eb93
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,METEORITES,,,,96be1efc-d5e2-423d-8ade-00b3d454244d
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,MINERALS,MINERAL AGE DETERMINATIONS,,,239c04ba-6f82-4d4f-a60b-a1ee49301e0f
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,MINERALS,MINERAL FORMATION,,,f6ce9d55-4183-4433-a615-4c4f01d7810b
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,MINERALS,MINERAL PHYSICAL/OPTICAL PROPERTIES,CLEAVAGE,,a40aafdc-dcc0-43f0-bc57-3a567631fa3b
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,MINERALS,MINERAL PHYSICAL/OPTICAL PROPERTIES,COLOR,,d8bea85a-4578-410f-b58a-4927b8963aef
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,MINERALS,MINERAL PHYSICAL/OPTICAL PROPERTIES,COMPOSITION/TEXTURE,,9d828679-c6d3-4f74-9489-d9688509a025
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,MINERALS,MINERAL PHYSICAL/OPTICAL PROPERTIES,ELECTRICAL,,a9f3ac40-047e-4649-bf0f-03480d6174ae
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,MINERALS,MINERAL PHYSICAL/OPTICAL PROPERTIES,HARDNESS,,1545d45e-a4e6-43bd-a3ae-8d3a0a25b41e
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,MINERALS,MINERAL PHYSICAL/OPTICAL PROPERTIES,LUMINESCENCE,,307f8625-b4cf-4856-9d62-b200e94429a2
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,MINERALS,MINERAL PHYSICAL/OPTICAL PROPERTIES,LUSTER,,1c44d356-308d-4f92-8fe4-201edff3a02e
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,MINERALS,MINERAL PHYSICAL/OPTICAL PROPERTIES,REFLECTION,,f2057998-1d06-4e58-9177-447942355d66
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,MINERALS,MINERAL PHYSICAL/OPTICAL PROPERTIES,SPECIFIC GRAVITY,,cef686dd-4efe-4e4a-b6ef-360879b20dc9
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,MINERALS,MINERAL PHYSICAL/OPTICAL PROPERTIES,STABILITY,,3feb3e65-5a44-46db-ba7b-ceb695e4fb50
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,MINERALS,MINERAL PHYSICAL/OPTICAL PROPERTIES,,,da269095-7270-4a0d-8b43-2c85bd42dd90
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,MINERALS,MINERAL VERTICAL/GEOGRAPHIC DISTRIBUTION,,,cbac3817-116f-4280-b32d-d30bb0f37cbd
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,MINERALS,MINERALOIDS,,,56373f39-7c27-4a77-bb52-c4defee751f8
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,MINERALS,,,,387a51ad-382f-4297-be72-fdd4bb0fe3f9
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,NON-METALLIC MINERALS,NON-METALLIC MINERAL AGE DETERMINATIONS,,,497ec0b6-a732-4d97-9e5a-09eaf5ed4607
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,NON-METALLIC MINERALS,NON-METALLIC MINERAL FORMATION,,,2b4d3c45-8713-4ec9-9565-866bb01be9f9
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,NON-METALLIC MINERALS,NON-METALLIC MINERAL PHYSICAL/OPTICAL PROPERTIES,CLEAVAGE,,6a22f994-b311-4042-b517-35612ccf2bb6
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,NON-METALLIC MINERALS,NON-METALLIC MINERAL PHYSICAL/OPTICAL PROPERTIES,COLOR,,bac88c42-fd8d-4970-878d-441977f00ffc
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,NON-METALLIC MINERALS,NON-METALLIC MINERAL PHYSICAL/OPTICAL PROPERTIES,COMPOSITION/TEXTURE,,f53dd88a-d2a0-4a97-bdcf-70e013461bbe
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,NON-METALLIC MINERALS,NON-METALLIC MINERAL PHYSICAL/OPTICAL PROPERTIES,ELECTRICAL,,ffc61516-ea33-48f3-94df-7065fea388ee
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,NON-METALLIC MINERALS,NON-METALLIC MINERAL PHYSICAL/OPTICAL PROPERTIES,HARDNESS,,70cebb8f-f944-4fe7-be08-1ed86d50eb7c
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,NON-METALLIC MINERALS,NON-METALLIC MINERAL PHYSICAL/OPTICAL PROPERTIES,LUMINESCENCE,,a8f6fca6-7a5e-49f7-9b32-813aaf42d0db
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,NON-METALLIC MINERALS,NON-METALLIC MINERAL PHYSICAL/OPTICAL PROPERTIES,LUSTER,,2e806852-5790-484f-9aee-a7cfc6683ec0
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,NON-METALLIC MINERALS,NON-METALLIC MINERAL PHYSICAL/OPTICAL PROPERTIES,REFLECTION,,9911bf57-9d52-4fb3-a915-9e522e9845d5
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,NON-METALLIC MINERALS,NON-METALLIC MINERAL PHYSICAL/OPTICAL PROPERTIES,SPECIFIC GRAVITY,,42632143-3d8c-40d9-a0ab-9fdffb98a6c9
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,NON-METALLIC MINERALS,NON-METALLIC MINERAL PHYSICAL/OPTICAL PROPERTIES,STABILITY,,07d5a2e4-47ef-4bee-81a7-42ef2eb7a77c
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,NON-METALLIC MINERALS,NON-METALLIC MINERAL PHYSICAL/OPTICAL PROPERTIES,,,42424cb5-aa02-4e7e-b164-b2a3324285c6
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,NON-METALLIC MINERALS,NON-METALLIC MINERAL VERTICAL/GEOGRAPHIC DISTRIBUTION,,,1980c6c6-50f0-45a1-9a28-668f1372c09e
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,NON-METALLIC MINERALS,,,,d64a9627-3cf8-41d3-aaf7-8c2c46fb4a13
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,SEDIMENTARY ROCKS,COAL,,,8b726747-6eba-4ce6-bfc6-ee84616a1862
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,SEDIMENTARY ROCKS,SEDIMENTARY ROCK AGE DETERMINATIONS,,,701f2b6f-34b0-4f69-941e-c2c5545abc0b
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,SEDIMENTARY ROCKS,SEDIMENTARY ROCK FORMATION,,,8777e995-2acc-40cd-b81a-f0c7b69df23e
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,SEDIMENTARY ROCKS,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,CLEAVAGE,,b5ae8710-8c7e-48ab-bf0f-2f18b2598a5a
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,SEDIMENTARY ROCKS,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,COLOR,,e0c40575-4033-4e91-9874-3cd83ce80bc1
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,SEDIMENTARY ROCKS,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,COMPOSITION/TEXTURE,,dbfa6bae-c59a-4c41-b3d1-12b3fd6b5641
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,SEDIMENTARY ROCKS,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,ELECTRICAL,,f5cd9ac7-6b10-44dd-8b1d-660a7a681518
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,SEDIMENTARY ROCKS,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,HARDNESS,,99d75da3-aa22-4d29-9a56-7e0413665031
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,SEDIMENTARY ROCKS,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,LUMINESCENCE,,3e705ebc-c58f-460d-b5e7-1da05ee45cc1
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,SEDIMENTARY ROCKS,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,LUSTER,,1fca9e52-07fa-424b-b75a-ef1003e77b56
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,SEDIMENTARY ROCKS,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,REFLECTION,,73e9349c-08db-4ca5-87f8-bbe785c25629
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,SEDIMENTARY ROCKS,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,SPECIFIC GRAVITY,,383eb3f9-49bb-4210-ab59-030eeb1f68c3
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,SEDIMENTARY ROCKS,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,STABILITY,,54a4a67a-b1ed-429b-876b-a595164a807c
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,SEDIMENTARY ROCKS,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,,,609aeae6-388f-41a1-8813-a2e760e8fdb7
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,SEDIMENTARY ROCKS,SEDIMENTARY ROCK VERTICAL/GEOGRAPHIC DISTRIBUTION,,,23706ac6-8f15-4548-b1c5-6594d825d56d
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,SEDIMENTARY ROCKS,,,,85353d7b-05d8-4c32-a5b2-065f1f22f026
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,SEDIMENTS,,,,6600ace1-fc1e-4b5a-9f82-0afa19acf037
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,,,,,ba8d7f68-ad3a-4874-bc75-312b24b1b1ac
EARTH SCIENCE,SOLID EARTH,TECTONICS,CORE PROCESSES,,,,57503db6-7cff-4e92-bcac-1ba2c3c0cb48
EARTH SCIENCE,SOLID EARTH,TECTONICS,EARTHQUAKES,EARTHQUAKE MAGNITUDE/INTENSITY,,,4bc185d3-e2c5-4acc-bce8-37fea7d8fc0b
EARTH SCIENCE,SOLID EARTH,TECTONICS,EARTHQUAKES,EARTHQUAKE OCCURRENCES,,,752d4f80-a418-4a75-a9eb-772222af1746
EARTH SCIENCE,SOLID EARTH,TECTONICS,EARTHQUAKES,EARTHQUAKE PREDICTIONS,,,131c1e46-efca-4478-a5d1-d7193483bb96
EARTH SCIENCE,SOLID EARTH,TECTONICS,EARTHQUAKES,SEISMIC PROFILE,SEISMIC BODY WAVES,,f66893ce-3ea6-4c52-bc27-bc322a41b748
EARTH SCIENCE,SOLID EARTH,TECTONICS,EARTHQUAKES,SEISMIC PROFILE,SEISMIC SURFACE WAVES,,02836842-3d46-46e0-a816-bd2f407f3fb3
EARTH SCIENCE,SOLID EARTH,TECTONICS,EARTHQUAKES,SEISMIC PROFILE,,,688191e0-c70c-4cf9-a5b6-a26a2bca7198
EARTH SCIENCE,SOLID EARTH,TECTONICS,EARTHQUAKES,,,,601d36fc-8171-475c-a1c5-84802aecb77e
EARTH SCIENCE,SOLID EARTH,TECTONICS,NEOTECTONICS,,,,3ef98fe3-3471-414b-8b8c-e88d43c6aeaf
EARTH SCIENCE,SOLID EARTH,TECTONICS,PLATE TECTONICS,CRUSTAL MOTION,CRUSTAL MOTION DIRECTION,,a629b645-2c5f-48d6-8363-71bc636457d6
EARTH SCIENCE,SOLID EARTH,TECTONICS,PLATE TECTONICS,CRUSTAL MOTION,CRUSTAL MOTION RATE,,88a6ed54-6504-4787-9d98-d511d4f4ae83
EARTH SCIENCE,SOLID EARTH,TECTONICS,PLATE TECTONICS,CRUSTAL MOTION,,,8dd8d272-fb6d-4eec-882a-f3be98800b42
EARTH SCIENCE,SOLID EARTH,TECTONICS,PLATE TECTONICS,FAULT MOVEMENT,FAULT MOVEMENT DIRECTION,,399e5858-8238-451f-8da3-84dc9edfe9a2
EARTH SCIENCE,SOLID EARTH,TECTONICS,PLATE TECTONICS,FAULT MOVEMENT,FAULT MOVEMENT RATE,,fbbd2aab-73d6-4945-bf1b-c6d543f3f79b
EARTH SCIENCE,SOLID EARTH,TECTONICS,PLATE TECTONICS,FAULT MOVEMENT,,,51ce7da1-b441-474f-b7e5-cedaa04903f7
EARTH SCIENCE,SOLID EARTH,TECTONICS,PLATE TECTONICS,FOLDS,,,a71c3d9d-7144-4107-add5-0aed0c731dbc
EARTH SCIENCE,SOLID EARTH,TECTONICS,PLATE TECTONICS,ISOSTATIC REBOUND,REBOUND DIRECTION,,c185f7f5-0c62-489f-b365-9424e054de58
EARTH SCIENCE,SOLID EARTH,TECTONICS,PLATE TECTONICS,ISOSTATIC REBOUND,REBOUND RATE,,f0b2ab0f-46eb-426b-924b-471e4d1b7598
EARTH SCIENCE,SOLID EARTH,TECTONICS,PLATE TECTONICS,ISOSTATIC REBOUND,,,5e7a091a-894f-423f-a431-ab52cf205311
EARTH SCIENCE,SOLID EARTH,TECTONICS,PLATE TECTONICS,LITHOSPHERIC PLATE MOTION,PLATE MOTION DIRECTION,,03b6b427-6be5-4452-a457-a9ea8c7f0473
EARTH SCIENCE,SOLID EARTH,TECTONICS,PLATE TECTONICS,LITHOSPHERIC PLATE MOTION,PLATE MOTION RATE,,9cd46f88-24ba-4f2d-96b7-ab5a9333207b
EARTH SCIENCE,SOLID EARTH,TECTONICS,PLATE TECTONICS,LITHOSPHERIC PLATE MOTION,,,64ccd7be-577b-4784-8072-8c456aab2185
EARTH SCIENCE,SOLID EARTH,TECTONICS,PLATE TECTONICS,PLATE BOUNDARIES,,,4adc15b8-0c18-4ccd-a6ec-75be82df5359
EARTH SCIENCE,SOLID EARTH,TECTONICS,PLATE TECTONICS,STRAIN,,,5d7f7568-bfc3-4c11-b446-c4f6488c8ae9
EARTH SCIENCE,SOLID EARTH,TECTONICS,PLATE TECTONICS,STRATIGRAPHIC SEQUENCE,,,efe175a0-100b-404b-a702-2e179bee034a
EARTH SCIENCE,SOLID EARTH,TECTONICS,PLATE TECTONICS,STRESS,,,29dbe37e-22e6-4d02-844f-60359fbbc130
EARTH SCIENCE,SOLID EARTH,TECTONICS,PLATE TECTONICS,,,,71e9bc66-6f8c-41ec-8b22-2fe390223639
EARTH SCIENCE,SOLID EARTH,TECTONICS,VOLCANIC ACTIVITY,ERUPTION DYNAMICS,ASH/DUST COMPOSITION,,372b4016-80ab-4126-b6d1-e847bbf0b44f
EARTH SCIENCE,SOLID EARTH,TECTONICS,VOLCANIC ACTIVITY,ERUPTION DYNAMICS,ASH/DUST DISPERSION,,89f66579-8de7-4c83-b75f-871bc8d378ac
EARTH SCIENCE,SOLID EARTH,TECTONICS,VOLCANIC ACTIVITY,ERUPTION DYNAMICS,GAS/AEROSOL COMPOSITION,,54b94cdf-b8e2-4c81-b5aa-5652f053244e
EARTH SCIENCE,SOLID EARTH,TECTONICS,VOLCANIC ACTIVITY,ERUPTION DYNAMICS,GAS/AEROSOL DISPERSION,,b1d60933-636e-48ff-b5a8-43afa60602f3
EARTH SCIENCE,SOLID EARTH,TECTONICS,VOLCANIC ACTIVITY,ERUPTION DYNAMICS,LAVA COMPOSITION/TEXTURE,,0eb6fc71-dfb0-4451-85f7-08ceaf37c552
EARTH SCIENCE,SOLID EARTH,TECTONICS,VOLCANIC ACTIVITY,ERUPTION DYNAMICS,LAVA SPEED/FLOW,,9387a7bc-7356-41a5-9682-f5e71da5a858
EARTH SCIENCE,SOLID EARTH,TECTONICS,VOLCANIC ACTIVITY,ERUPTION DYNAMICS,MAGMA COMPOSITION/TEXTURE,,40f0a368-7261-43f7-839c-64e428270442
EARTH SCIENCE,SOLID EARTH,TECTONICS,VOLCANIC ACTIVITY,ERUPTION DYNAMICS,MAGMA SPEED/FLOW,,af04626c-fe27-4ac6-a948-e93debb6c2d6
EARTH SCIENCE,SOLID EARTH,TECTONICS,VOLCANIC ACTIVITY,ERUPTION DYNAMICS,PYROCLASTIC PARTICAL SIZE DISTRIBUTION,,83cf8358-4fae-4f17-ba02-b8280f2b7209
EARTH SCIENCE,SOLID EARTH,TECTONICS,VOLCANIC ACTIVITY,ERUPTION DYNAMICS,PYROCLASTICS COMPOSITION/TEXTURE,,ab215b31-c540-40c0-9362-3f25ebc148bb
EARTH SCIENCE,SOLID EARTH,TECTONICS,VOLCANIC ACTIVITY,ERUPTION DYNAMICS,VOLCANIC EXPLOSIVITY,,d9cfb55b-50a2-44f5-b92a-47fe4aadc317
EARTH SCIENCE,SOLID EARTH,TECTONICS,VOLCANIC ACTIVITY,ERUPTION DYNAMICS,VOLCANIC GASES,,35941db2-59bf-4000-9232-df0beef02da7
EARTH SCIENCE,SOLID EARTH,TECTONICS,VOLCANIC ACTIVITY,ERUPTION DYNAMICS,,,0db0e1c8-6ba3-40c4-97c2-d78c9812692b
EARTH SCIENCE,SOLID EARTH,TECTONICS,VOLCANIC ACTIVITY,VOLCANO MAGNITUDE/INTENSITY,,,14e0d39a-ff1c-46d9-b162-481f80beac91
EARTH SCIENCE,SOLID EARTH,TECTONICS,VOLCANIC ACTIVITY,VOLCANO OCCURRENCES,,,d1ab518b-0152-48cf-a9c6-47c5920ed773
EARTH SCIENCE,SOLID EARTH,TECTONICS,VOLCANIC ACTIVITY,VOLCANO PREDICTIONS,,,3adb9c52-df47-4390-a682-56e1774e8cdb
EARTH SCIENCE,SOLID EARTH,TECTONICS,VOLCANIC ACTIVITY,,,,1faaede0-2cd6-4447-b28b-0a28d9e2d067
EARTH SCIENCE,SOLID EARTH,TECTONICS,,,,,1e17c8d3-81d0-473c-8f24-d2a4ea52b6b9
EARTH SCIENCE,SOLID EARTH,,,,,,2b9ad978-d986-4d63-b477-0f5efc8ace72
EARTH SCIENCE,SPECTRAL/ENGINEERING,GAMMA RAY,GAMMA RAY FLUX,,,,fd8d9257-795c-4406-b205-cf20059d8e77
EARTH SCIENCE,SPECTRAL/ENGINEERING,GAMMA RAY,,,,,0a81d67a-102b-4611-a38c-dbfdd7ba4e7d
EARTH SCIENCE,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,BRIGHTNESS TEMPERATURE,,,,73629546-592e-41ed-bfde-feb4c94415fb
EARTH SCIENCE,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,INFRARED FLUX,,,,d76e6734-956b-419d-9d7a-52b8e645b6ac
EARTH SCIENCE,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,INFRARED IMAGERY,,,,d1407646-e34a-4a43-ae1d-afc4c229d6de
EARTH SCIENCE,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,INFRARED RADIANCE,,,,69f475b6-42af-4822-ae57-6c8fd8ebad4a
EARTH SCIENCE,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,REFLECTED INFRARED,,,,ff985037-2f20-4b08-bb22-3ed701ed2f4d
EARTH SCIENCE,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,SENSOR COUNTS,,,,32212cbf-e2ba-44c9-930c-8b454ea88bee
EARTH SCIENCE,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,THERMAL INFRARED,,,,68c2baba-b9b9-41d4-89bf-07488728bc4f
EARTH SCIENCE,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,,,,,7a73c724-b532-45eb-a9a5-c77330b61bab
EARTH SCIENCE,SPECTRAL/ENGINEERING,LIDAR,LIDAR BACKSCATTER,,,,ca776e14-fc3d-4044-9d1a-fd7c07569399
EARTH SCIENCE,SPECTRAL/ENGINEERING,LIDAR,LIDAR DEPOLARIZATION RATIO,,,,19c3f401-1328-495c-9705-74b0175fee56
EARTH SCIENCE,SPECTRAL/ENGINEERING,LIDAR,,,,,6182be8b-d006-4327-994d-6f27c7e4d9a9
EARTH SCIENCE,SPECTRAL/ENGINEERING,MICROWAVE,ANTENNA TEMPERATURE,,,,570397b4-3b45-4e12-85c3-ef26779a2c96
EARTH SCIENCE,SPECTRAL/ENGINEERING,MICROWAVE,BRIGHTNESS TEMPERATURE,,,,d8525750-2ca4-4b1f-a717-08fda61fd547
EARTH SCIENCE,SPECTRAL/ENGINEERING,MICROWAVE,MICROWAVE IMAGERY,,,,af234b68-d1ad-40ea-aa1b-6bc2c8e5b467
EARTH SCIENCE,SPECTRAL/ENGINEERING,MICROWAVE,MICROWAVE RADIANCE,,,,d9654ddc-1dc0-4f9d-9b95-61ab0c3d6f87
EARTH SCIENCE,SPECTRAL/ENGINEERING,MICROWAVE,SENSOR COUNTS,,,,5f6e0ca7-5d60-4973-890b-08ad82654331
EARTH SCIENCE,SPECTRAL/ENGINEERING,MICROWAVE,,,,,66700628-2b62-4466-999e-faeb15ca4da5
EARTH SCIENCE,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRSPEED/GROUND SPEED,,,,7ebe88d4-fa73-4dd1-8cbd-6b1c266dff52
EARTH SCIENCE,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,ATTITUDE CHARACTERISTICS,,,,edbca82e-9396-4842-ad91-18c0000b2741
EARTH SCIENCE,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,DATA SYNCHRONIZATION TIME,,,,762f9d7f-5f2d-423d-81c4-288350f64b9d
EARTH SCIENCE,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,FLIGHT DATA LOGS,,,,6b68bae6-e5cb-44ff-ad40-a8100a88e5b1
EARTH SCIENCE,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,LINE OF SIGHT VELOCITY,,,,53ab7819-1837-4919-b4a8-85bcc8b7731c
EARTH SCIENCE,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,ORBITAL CHARACTERISTICS,,,,4809f1e1-1b36-46a7-a7ae-ce55523424e6
EARTH SCIENCE,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,VIEWING GEOMETRY,,,,d622004f-e155-4af3-87c5-61b3a4b87692
EARTH SCIENCE,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,,,,,cda9b483-8711-42b8-82f9-e7d22ce9c62c
EARTH SCIENCE,SPECTRAL/ENGINEERING,RADAR,DOPPLER VELOCITY,,,,5d6377ee-def2-4457-b780-6bcb202d7e3e
EARTH SCIENCE,SPECTRAL/ENGINEERING,RADAR,MEAN RADIAL VELOCITY,,,,bb20786b-2499-40b0-a9a5-2cc64421a6d2
EARTH SCIENCE,SPECTRAL/ENGINEERING,RADAR,RADAR BACKSCATTER,,,,625da982-3648-43fc-a640-1b230509944e
EARTH SCIENCE,SPECTRAL/ENGINEERING,RADAR,RADAR CROSS-SECTION,,,,9613f08d-da11-4ed0-989e-c0c830870044
EARTH SCIENCE,SPECTRAL/ENGINEERING,RADAR,RADAR IMAGERY,,,,53f69037-ff05-4b09-a95d-e65ff42da595
EARTH SCIENCE,SPECTRAL/ENGINEERING,RADAR,RADAR REFLECTIVITY,,,,46975e66-863a-49c9-b673-b2e099a04c85
EARTH SCIENCE,SPECTRAL/ENGINEERING,RADAR,RETURN POWER,,,,6eca12d1-bafd-448c-bdce-a4438efb359e
EARTH SCIENCE,SPECTRAL/ENGINEERING,RADAR,SENSOR COUNTS,,,,e2c01004-be17-4be4-bfcd-7b5c7fc958d6
EARTH SCIENCE,SPECTRAL/ENGINEERING,RADAR,SIGMA NAUGHT,,,,11e14ac8-e9f3-4737-b83d-98668ad975ed
EARTH SCIENCE,SPECTRAL/ENGINEERING,RADAR,SPECTRUM WIDTH,,,,41a7f02b-5ab6-4c1e-8583-abb870507ea1
EARTH SCIENCE,SPECTRAL/ENGINEERING,RADAR,,,,,d3b7c3c0-e644-4f01-94da-dfebe854c0d1
EARTH SCIENCE,SPECTRAL/ENGINEERING,RADIO WAVE,RADIO WAVE FLUX,,,,b3578efe-fc86-4fb0-92b5-42c08bae5e3c
EARTH SCIENCE,SPECTRAL/ENGINEERING,RADIO WAVE,,,,,d7ef7608-01f5-4e95-9fd9-7dc2aa36113d
EARTH SCIENCE,SPECTRAL/ENGINEERING,SENSOR CHARACTERISTICS,DOME TEMPERATURE,,,,68ac1c78-6b8b-4e45-b588-38ff94ceb3a4
EARTH SCIENCE,SPECTRAL/ENGINEERING,SENSOR CHARACTERISTICS,ELECTRICAL PROPERTIES,,,,914a7dba-82ae-4419-97cf-397007ad9c30
EARTH SCIENCE,SPECTRAL/ENGINEERING,SENSOR CHARACTERISTICS,GEOLOCATION,,,,7a0ab5f9-2317-4217-a081-8d4a46eb5334
